CustomerID,Age,Gender,Location,ProductID,ProductCategory,Price,Quantity,OrderDate,PaymentMethod,ReviewScore,TotalAmount
CUST4901,54,Female,Port David,PROD691,Sports,440.08,5,2024-01-30,PayPal,1,2200.4
CUST5138,78,Female,Hernandezton,PROD838,Clothing,346.8,4,2023-07-10,PayPal,3,1387.2
CUST6910,23,Male,West Nicoleborough,PROD420,Home & Garden,29.4,6,2024-09-29,PayPal,3,176.4
CUST1013,23,Male,Forbesville,PROD294,Books,240.23,2,2024-07-18,Credit Card,2,480.46
CUST6822,64,Female,Olsenport,PROD881,Home & Garden,137.95,10,2024-09-07,Digital Wallet,3,1379.5
CUST4986,49,Female,Lake Janice,PROD263,Books,189.36,1,2024-12-04,Debit Card,4,189.36
CUST8191,70,Female,Baxterbury,PROD610,Home & Garden,172.24,7,2024-10-08,Debit Card,5,1205.68
CUST9754,22,Male,Colemouth,PROD627,Electronics,397.86,7,2023-04-26,Digital Wallet,2,2785.02
CUST3125,80,Male,East Briana,PROD578,Sports,158.92,10,2023-05-01,Debit Card,5,1589.2
CUST1451,66,Female,Nunezview,PROD610,Clothing,422.21,9,2024-03-09,PayPal,3,3799.89
CUST8298,52,Male,North Katieview,PROD415,Sports,429.83,5,2023-08-04,Credit Card,1,2149.15
CUST1058,67,Female,East Tracymouth,PROD609,Sports,344.0,10,2024-11-06,PayPal,1,3440.0
CUST5995,26,Female,West Audrey,PROD123,Clothing,486.39,1,2023-12-04,PayPal,4,486.39
CUST3031,26,Female,Port Angelaport,PROD192,Sports,117.84,3,2024-04-29,Credit Card,4,353.52
CUST4976,60,Male,Jennifermouth,PROD502,Electronics,153.74,8,2023-03-20,Debit Card,2,1229.92
CUST1771,48,Male,Delacruzville,PROD617,Books,373.14,8,2024-10-16,Credit Card,4,2985.12
CUST9093,78,Male,South Peterburgh,PROD568,Clothing,388.15,1,2023-08-10,Digital Wallet,3,388.15
CUST5155,53,Male,East Jenniferchester,PROD346,Books,163.83,4,2024-02-13,Digital Wallet,2,655.32
CUST8950,28,Female,West Elizabethmouth,PROD320,Home & Garden,365.76,9,2023-06-01,Digital Wallet,1,3291.84
CUST6778,34,Male,West Stacystad,PROD697,Electronics,304.46,5,2024-07-25,Credit Card,5,1522.3
CUST7844,51,Female,East Matthew,PROD461,Books,49.2,4,2024-02-10,Digital Wallet,5,196.8
CUST4537,73,Male,North Michaelside,PROD149,Books,223.65,1,2023-04-16,PayPal,3,223.65
CUST2830,56,Male,Shannonport,PROD151,Clothing,457.15,10,2023-03-09,PayPal,3,4571.5
CUST4688,45,Male,West Amanda,PROD388,Home & Garden,206.55,9,2024-11-13,Digital Wallet,4,1858.95
CUST8896,79,Female,New Mark,PROD606,Clothing,244.81,9,2023-10-02,Digital Wallet,3,2203.29
CUST1776,31,Male,Beckerstad,PROD711,Home & Garden,260.67,4,2024-07-04,Digital Wallet,5,1042.68
CUST4472,77,Male,North Heather,PROD963,Clothing,190.09,10,2023-11-12,Digital Wallet,2,1900.9
CUST9317,52,Female,Laurenfort,PROD769,Books,32.82,3,2023-02-11,Credit Card,5,98.46
CUST8982,66,Female,North Shawnfurt,PROD788,Books,396.79,1,2025-02-22,Credit Card,4,396.79
CUST1916,64,Female,Briannafort,PROD581,Electronics,37.48,6,2023-06-19,PayPal,3,224.88
CUST2261,62,Female,Anthonyborough,PROD392,Books,356.24,4,2024-07-16,Debit Card,1,1424.96
CUST6440,30,Female,North Sean,PROD649,Sports,204.68,1,2025-03-06,PayPal,4,204.68
CUST2945,63,Female,Calvinmouth,PROD108,Books,391.36,3,2023-10-08,Credit Card,1,1174.08
CUST4795,37,Male,Port Alexanderhaven,PROD967,Sports,264.52,2,2023-04-11,PayPal,2,529.04
CUST7159,43,Female,Sandovalton,PROD210,Books,286.49,5,2024-12-07,PayPal,5,1432.45
CUST6452,60,Male,Scottstad,PROD541,Sports,91.0,7,2024-02-01,Credit Card,1,637.0
CUST5134,59,Female,Jessicachester,PROD237,Sports,438.21,6,2023-07-14,Debit Card,3,2629.26
CUST7598,41,Male,Port Kylie,PROD370,Books,104.36,7,2024-12-04,Credit Card,1,730.52
CUST6652,46,Male,Port Nicholasmouth,PROD844,Sports,33.53,7,2025-02-08,PayPal,4,234.71
CUST4489,75,Male,Lake Christian,PROD474,Electronics,21.37,10,2024-01-07,Credit Card,5,213.7
CUST8027,51,Female,Johnland,PROD882,Home & Garden,30.03,4,2024-12-06,Debit Card,2,120.12
CUST5571,46,Female,Hughesburgh,PROD512,Sports,183.39,9,2024-08-13,Debit Card,4,1650.51
CUST1926,25,Female,West Rebecca,PROD474,Sports,103.56,1,2023-05-19,Credit Card,3,103.56
CUST3095,33,Female,North Kevinside,PROD146,Electronics,187.33,2,2023-09-19,Credit Card,1,374.66
CUST7375,32,Male,Reynoldsmouth,PROD510,Electronics,234.79,2,2024-12-10,Credit Card,3,469.58
CUST4573,22,Female,Sanchezhaven,PROD152,Clothing,201.49,9,2024-05-30,Digital Wallet,1,1813.41
CUST3550,39,Female,Port Victoriafurt,PROD683,Home & Garden,461.92,5,2025-03-07,PayPal,5,2309.6
CUST4450,19,Female,East Nicoletown,PROD675,Clothing,342.18,9,2024-11-02,PayPal,2,3079.62
CUST5091,55,Male,Gilbertshire,PROD299,Sports,124.76,10,2023-07-15,Debit Card,5,1247.6
CUST6546,53,Female,Silvaborough,PROD471,Electronics,246.95,6,2023-03-08,PayPal,5,1481.7
CUST3798,32,Female,South Leslie,PROD666,Sports,225.82,6,2024-05-16,Digital Wallet,2,1354.92
CUST1944,55,Female,Katherineton,PROD395,Books,480.46,5,2023-03-02,Debit Card,3,2402.3
CUST5732,32,Female,Sosaburgh,PROD175,Home & Garden,239.92,4,2025-01-07,Credit Card,2,959.68
CUST3886,18,Female,Port Julie,PROD495,Books,277.91,10,2023-11-12,Credit Card,1,2779.1
CUST2759,22,Female,South Georgeville,PROD616,Electronics,175.4,4,2025-01-12,Debit Card,1,701.6
CUST3369,63,Female,Sanchezport,PROD561,Electronics,419.64,8,2024-05-29,Debit Card,5,3357.12
CUST7719,58,Male,Spencerton,PROD882,Electronics,133.04,7,2023-09-27,Debit Card,4,931.28
CUST6236,21,Male,Amandaland,PROD663,Home & Garden,416.28,10,2025-01-30,Digital Wallet,1,4162.8
CUST3857,32,Female,Michaelbury,PROD386,Clothing,49.74,1,2024-06-13,Credit Card,5,49.74
CUST9609,22,Male,South Ericfurt,PROD945,Sports,18.59,5,2024-07-28,Digital Wallet,4,92.95
CUST4574,75,Female,Port Matthewville,PROD738,Sports,29.58,3,2025-01-05,Credit Card,2,88.74
CUST7694,20,Male,East Steven,PROD796,Sports,427.64,7,2025-04-19,Debit Card,4,2993.48
CUST1321,73,Female,New Levi,PROD725,Sports,391.02,9,2023-12-07,Digital Wallet,3,3519.18
CUST8879,39,Female,West Chrisfort,PROD221,Sports,111.09,2,2023-12-29,PayPal,5,222.18
CUST6803,22,Female,West Michaelland,PROD231,Clothing,114.57,9,2025-04-19,Credit Card,5,1031.13
CUST5450,50,Female,North Stacey,PROD199,Books,116.43,2,2023-07-18,Debit Card,5,232.86
CUST5408,33,Male,Jonesstad,PROD503,Home & Garden,107.33,9,2023-06-17,Debit Card,1,965.97
CUST7978,35,Female,Johnsonland,PROD482,Books,327.54,5,2024-06-19,Digital Wallet,3,1637.7
CUST6504,60,Male,Rodriguezville,PROD913,Books,259.07,6,2023-06-04,PayPal,4,1554.42
CUST3732,49,Male,Lake Jasminemouth,PROD447,Sports,432.99,2,2024-04-28,PayPal,2,865.98
CUST4046,31,Female,North Jefferyton,PROD671,Sports,483.73,9,2023-03-07,Credit Card,4,4353.57
CUST7966,52,Male,Gateshaven,PROD474,Clothing,342.69,5,2024-08-05,Credit Card,3,1713.45
CUST2099,26,Female,Port Michelle,PROD873,Home & Garden,239.68,9,2023-11-06,Credit Card,4,2157.12
CUST5696,64,Male,Lake David,PROD247,Electronics,70.5,10,2024-01-19,Digital Wallet,3,705.0
CUST7376,77,Female,West Carolinefort,PROD303,Books,90.73,5,2024-12-05,Debit Card,1,453.65
CUST4620,74,Male,South Lisashire,PROD716,Electronics,401.43,8,2025-02-17,Digital Wallet,3,3211.44
CUST8283,54,Male,New Michael,PROD621,Home & Garden,115.77,7,2023-02-24,Debit Card,3,810.39
CUST9566,54,Female,Coxbury,PROD511,Books,306.13,10,2024-11-03,Debit Card,3,3061.3
CUST1679,48,Male,South Brittany,PROD612,Electronics,471.79,8,2023-11-29,Debit Card,3,3774.32
CUST9472,33,Male,Lake Walter,PROD141,Electronics,357.81,4,2023-05-16,PayPal,4,1431.24
CUST1044,68,Female,Smithside,PROD146,Clothing,356.14,6,2024-01-11,Digital Wallet,5,2136.84
CUST8046,48,Female,Port Ashley,PROD139,Home & Garden,141.31,8,2023-12-01,Digital Wallet,1,1130.48
CUST1109,69,Female,West Melissa,PROD240,Home & Garden,448.26,8,2025-04-04,Digital Wallet,2,3586.08
CUST8512,44,Female,East Ronaldton,PROD830,Home & Garden,426.54,10,2025-01-19,PayPal,4,4265.4
CUST8702,30,Male,West Michaelchester,PROD441,Books,232.2,1,2025-02-05,PayPal,4,232.2
CUST1652,24,Female,Meganhaven,PROD923,Clothing,113.01,8,2023-06-27,Debit Card,4,904.08
CUST9510,24,Female,Lake Beverlymouth,PROD585,Sports,154.56,2,2023-10-10,PayPal,3,309.12
CUST1581,60,Female,Duanemouth,PROD631,Books,262.72,5,2024-10-10,Credit Card,2,1313.6
CUST7441,45,Female,South Erikaberg,PROD567,Home & Garden,313.69,2,2025-01-11,Credit Card,4,627.38
CUST8049,40,Male,North Cory,PROD252,Books,294.32,7,2023-03-27,Credit Card,4,2060.24
CUST2272,45,Male,Kristinbury,PROD720,Electronics,8.64,4,2023-12-16,Digital Wallet,2,34.56
CUST3537,44,Male,South Felicia,PROD627,Books,499.72,4,2024-06-15,Credit Card,5,1998.88
CUST7072,47,Female,Goodmanville,PROD243,Books,483.41,6,2023-09-24,PayPal,5,2900.46
CUST3052,73,Male,Williamsport,PROD435,Home & Garden,420.49,7,2023-08-02,Digital Wallet,1,2943.43
CUST7200,64,Male,South Stephen,PROD727,Electronics,282.92,6,2023-06-06,Digital Wallet,2,1697.52
CUST2372,21,Female,North Nancy,PROD426,Home & Garden,298.92,9,2025-01-07,Credit Card,2,2690.28
CUST2939,61,Male,Lake Melissa,PROD266,Electronics,144.93,9,2023-05-29,Debit Card,3,1304.37
CUST3226,59,Male,North Eric,PROD502,Electronics,343.78,1,2024-09-07,Debit Card,4,343.78
CUST1059,80,Female,Brianchester,PROD731,Electronics,243.46,5,2023-05-26,PayPal,5,1217.3
CUST5963,59,Male,South Thomas,PROD857,Home & Garden,171.46,4,2023-12-22,Credit Card,3,685.84
CUST2904,24,Female,Osborneburgh,PROD962,Electronics,141.86,5,2025-01-11,PayPal,1,709.3
CUST4225,21,Male,West Christopher,PROD406,Clothing,165.94,2,2023-06-08,Debit Card,5,331.88
CUST3932,43,Male,Randolphmouth,PROD707,Clothing,142.06,7,2024-09-22,Debit Card,4,994.42
CUST8357,64,Female,North Thomasfort,PROD444,Sports,329.78,6,2024-05-23,Credit Card,1,1978.68
CUST9797,39,Male,Brownhaven,PROD619,Clothing,476.33,2,2024-05-03,Debit Card,1,952.66
CUST3328,69,Female,Port Janice,PROD948,Sports,327.48,9,2023-04-30,Debit Card,4,2947.32
CUST1856,73,Female,Johnton,PROD621,Clothing,98.24,3,2023-08-25,Debit Card,3,294.72
CUST8022,24,Female,Valerieburgh,PROD645,Home & Garden,261.06,8,2024-06-01,Credit Card,4,2088.48
CUST5904,33,Female,Tiffanyport,PROD601,Sports,123.95,6,2023-09-05,Credit Card,2,743.7
CUST8459,30,Male,East Jermaine,PROD825,Books,33.1,6,2023-05-23,Debit Card,5,198.6
CUST7943,30,Male,Gentrystad,PROD676,Books,429.37,4,2025-03-10,Debit Card,4,1717.48
CUST5241,52,Female,Reyesberg,PROD406,Clothing,405.96,10,2023-03-08,Digital Wallet,5,4059.6
CUST7377,46,Male,Marystad,PROD586,Books,205.03,5,2024-03-23,Credit Card,2,1025.15
CUST9990,26,Male,East Chadmouth,PROD935,Clothing,163.19,3,2024-08-05,PayPal,2,489.57
CUST4084,45,Male,South Andrew,PROD117,Clothing,74.27,4,2023-08-14,PayPal,2,297.08
CUST9636,29,Male,Cliffordland,PROD477,Books,17.6,8,2024-03-15,Debit Card,4,140.8
CUST6800,35,Female,Lake Ashley,PROD439,Books,251.2,4,2024-07-12,Debit Card,3,1004.8
CUST9978,47,Male,Jenniferborough,PROD789,Electronics,151.32,4,2023-10-04,Digital Wallet,5,605.28
CUST9417,33,Female,Moraville,PROD212,Sports,453.92,4,2024-05-09,Digital Wallet,4,1815.68
CUST8467,73,Male,Turnertown,PROD526,Clothing,205.28,5,2024-08-16,Credit Card,1,1026.4
CUST2530,77,Male,Brittneyberg,PROD697,Books,369.68,4,2023-11-11,PayPal,3,1478.72
CUST5866,22,Female,Millerview,PROD415,Sports,293.6,4,2023-04-28,Digital Wallet,5,1174.4
CUST3255,46,Female,South Laurie,PROD915,Books,497.4,4,2024-04-08,PayPal,3,1989.6
CUST3352,69,Female,Suttonville,PROD842,Books,408.93,4,2023-02-19,Digital Wallet,4,1635.72
CUST2083,73,Female,South Anthony,PROD993,Electronics,174.87,10,2024-11-15,Debit Card,5,1748.7
CUST9177,72,Male,East Branditon,PROD804,Clothing,358.12,6,2023-03-29,Digital Wallet,4,2148.72
CUST3744,53,Female,Port Elizabethland,PROD744,Clothing,344.73,3,2025-02-09,Digital Wallet,2,1034.19
CUST4878,24,Female,Carrhaven,PROD127,Home & Garden,320.97,2,2023-02-04,Credit Card,1,641.94
CUST5342,21,Male,Port Brandon,PROD711,Electronics,240.49,2,2024-09-13,Debit Card,1,480.98
CUST2618,59,Male,South Matthew,PROD585,Sports,470.63,2,2023-05-16,Debit Card,2,941.26
CUST5560,52,Female,Port Colleenshire,PROD371,Electronics,182.46,8,2025-04-04,Credit Card,3,1459.68
CUST5703,71,Female,North Susan,PROD771,Sports,153.6,10,2025-04-18,PayPal,3,1536.0
CUST6789,18,Female,West Seanburgh,PROD901,Clothing,89.14,1,2023-06-16,Debit Card,4,89.14
CUST9309,80,Female,East Ianside,PROD894,Home & Garden,330.52,9,2024-12-15,Debit Card,1,2974.68
CUST5503,23,Female,Bakerbury,PROD692,Home & Garden,281.33,1,2024-05-08,Credit Card,3,281.33
CUST1089,77,Female,Mccormickmouth,PROD691,Clothing,150.42,8,2024-07-12,PayPal,4,1203.36
CUST7313,66,Female,West Jessica,PROD333,Books,238.04,6,2023-04-21,Debit Card,2,1428.24
CUST9905,72,Male,Randallport,PROD838,Electronics,371.75,10,2023-07-22,Credit Card,4,3717.5
CUST8979,33,Female,New Joseberg,PROD152,Home & Garden,363.97,6,2023-02-06,Debit Card,2,2183.82
CUST8202,28,Female,Jeremyville,PROD697,Books,281.72,8,2023-03-12,Digital Wallet,1,2253.76
CUST2901,44,Male,Davidhaven,PROD591,Sports,456.75,10,2024-02-03,PayPal,1,4567.5
CUST8445,49,Male,Joshuafurt,PROD274,Home & Garden,473.73,5,2025-01-28,Digital Wallet,3,2368.65
CUST6887,48,Female,Powellville,PROD636,Sports,450.3,8,2025-03-24,PayPal,4,3602.4
CUST8619,31,Female,Nancyshire,PROD744,Books,328.95,3,2023-01-07,Credit Card,1,986.85
CUST3667,73,Female,Montoyaside,PROD838,Sports,115.02,9,2023-03-26,Debit Card,5,1035.18
CUST7882,43,Female,Katelynview,PROD734,Books,115.55,5,2024-09-25,Debit Card,3,577.75
CUST4481,75,Male,Jimenezbury,PROD893,Sports,436.36,7,2023-07-02,Credit Card,5,3054.52
CUST8341,21,Female,Owensville,PROD961,Electronics,213.13,4,2025-03-09,Debit Card,4,852.52
CUST7613,28,Female,Martinport,PROD489,Home & Garden,443.99,10,2023-07-30,Digital Wallet,5,4439.9
CUST2446,42,Male,Gayhaven,PROD251,Home & Garden,188.98,3,2024-08-14,Credit Card,4,566.94
CUST7818,18,Male,New Richardland,PROD941,Books,294.86,1,2024-10-18,Digital Wallet,3,294.86
CUST8652,42,Female,Lake Kimberlyview,PROD797,Sports,234.56,9,2023-12-14,PayPal,4,2111.04
CUST8420,34,Female,Loganberg,PROD348,Clothing,63.3,7,2024-07-23,Debit Card,1,443.1
CUST4935,77,Male,Fernandezland,PROD132,Home & Garden,31.57,8,2023-03-15,Digital Wallet,3,252.56
CUST8913,68,Female,Cowanmouth,PROD686,Sports,319.03,9,2023-08-30,Debit Card,5,2871.27
CUST9455,68,Male,North Anne,PROD817,Sports,292.25,1,2024-06-09,PayPal,5,292.25
CUST1048,47,Male,Stevenborough,PROD212,Electronics,312.22,9,2023-07-21,Debit Card,1,2809.98
CUST3334,36,Female,Colonshire,PROD295,Clothing,238.75,6,2025-02-20,PayPal,3,1432.5
CUST6471,45,Male,Snydershire,PROD119,Home & Garden,101.3,7,2025-04-16,Credit Card,2,709.1
CUST8646,62,Male,Elizabethfort,PROD551,Electronics,64.31,3,2023-11-28,Debit Card,5,192.93
CUST2539,79,Male,North Scottton,PROD421,Clothing,341.95,8,2024-10-18,Credit Card,1,2735.6
CUST5975,64,Female,Port Brenda,PROD528,Home & Garden,267.27,2,2025-01-05,PayPal,2,534.54
CUST3425,68,Female,Popeshire,PROD255,Electronics,209.49,9,2023-12-07,Credit Card,3,1885.41
CUST8489,53,Male,Erinborough,PROD522,Clothing,436.07,8,2024-03-15,Digital Wallet,4,3488.56
CUST7320,60,Female,Lake Melissa,PROD807,Home & Garden,79.64,6,2023-10-20,Credit Card,2,477.84
CUST1692,63,Male,Garciamouth,PROD308,Clothing,496.21,1,2023-07-27,Digital Wallet,3,496.21
CUST4332,49,Male,Jacobshire,PROD520,Sports,174.62,1,2023-11-10,PayPal,2,174.62
CUST7412,27,Female,West Raymond,PROD613,Books,493.66,4,2023-02-27,PayPal,1,1974.64
CUST3185,30,Female,Jillianport,PROD893,Books,446.96,7,2025-03-25,Debit Card,3,3128.72
CUST7065,36,Female,West Michael,PROD726,Sports,493.39,10,2023-10-17,Digital Wallet,3,4933.9
CUST2366,31,Male,West Jessicamouth,PROD582,Clothing,75.9,2,2024-10-16,Debit Card,4,151.8
CUST4433,79,Male,East Tiffany,PROD993,Sports,431.89,6,2024-01-26,Debit Card,3,2591.34
CUST4735,21,Male,West Bryan,PROD968,Books,94.28,6,2023-02-13,PayPal,1,565.68
CUST6497,55,Female,Lake Maryview,PROD853,Books,45.0,10,2023-06-15,Credit Card,3,450.0
CUST2533,65,Female,Lake Devinmouth,PROD844,Clothing,169.65,5,2024-05-31,PayPal,3,848.25
CUST2880,52,Male,New Stephenport,PROD163,Books,493.39,3,2024-11-26,PayPal,5,1480.17
CUST4229,21,Female,North Christopher,PROD822,Sports,160.14,9,2024-09-02,Credit Card,1,1441.26
CUST2292,65,Female,Fosterbury,PROD241,Clothing,33.72,5,2023-09-27,Digital Wallet,5,168.6
CUST3333,38,Female,Lake Heather,PROD631,Sports,228.77,4,2024-12-22,Digital Wallet,2,915.08
CUST2277,21,Female,South Keithmouth,PROD312,Clothing,108.64,5,2025-01-10,Credit Card,2,543.2
CUST8563,21,Male,West Michelle,PROD674,Books,387.9,8,2023-11-25,Credit Card,1,3103.2
CUST1028,55,Female,New Troymouth,PROD432,Home & Garden,290.26,10,2024-07-21,Debit Card,5,2902.6
CUST3658,48,Male,East Devin,PROD778,Clothing,83.43,6,2024-01-03,Credit Card,2,500.58
CUST2581,50,Male,Andrewshire,PROD589,Clothing,393.68,6,2024-11-12,Credit Card,5,2362.08
CUST3710,76,Male,Salazarmouth,PROD638,Home & Garden,390.98,3,2024-04-25,Debit Card,3,1172.94
CUST1411,72,Female,Christianstad,PROD485,Books,69.06,8,2025-01-22,Digital Wallet,3,552.48
CUST6389,51,Female,Stephanieport,PROD421,Sports,219.69,7,2025-01-06,Credit Card,3,1537.83
CUST8324,28,Male,North Jasmine,PROD277,Electronics,217.56,4,2024-05-30,Credit Card,3,870.24
CUST1087,21,Female,East Todd,PROD570,Home & Garden,217.37,7,2024-11-27,Debit Card,3,1521.59
CUST3462,79,Male,New Rubenview,PROD645,Electronics,241.31,6,2025-03-10,Credit Card,1,1447.86
CUST1765,50,Female,Emilyfort,PROD450,Books,7.31,6,2023-04-22,Debit Card,5,43.86
CUST3879,23,Male,Stanleyview,PROD659,Clothing,269.22,7,2023-07-03,PayPal,5,1884.54
CUST6936,72,Female,Lake Kristen,PROD462,Clothing,366.68,5,2024-04-27,Debit Card,3,1833.4
CUST1605,29,Female,West Brandon,PROD792,Books,475.28,8,2023-06-04,PayPal,2,3802.24
CUST5146,22,Female,Douglasville,PROD890,Sports,446.54,3,2024-01-21,PayPal,1,1339.62
CUST8693,56,Female,Amyfurt,PROD988,Sports,379.64,10,2024-07-05,Debit Card,2,3796.4
CUST5351,22,Female,Gibbsfort,PROD838,Books,267.86,3,2024-02-06,Debit Card,5,803.58
CUST9121,61,Male,Lake Jay,PROD797,Books,13.87,10,2023-08-16,Debit Card,3,138.7
CUST8683,73,Male,Hahnstad,PROD758,Books,7.04,4,2023-04-15,Digital Wallet,3,28.16
CUST1162,33,Female,New Charleshaven,PROD922,Books,368.13,2,2024-08-24,Credit Card,4,736.26
CUST9805,43,Male,New Samanthamouth,PROD809,Books,117.0,5,2024-05-08,Debit Card,4,585.0
CUST6574,25,Female,East Dawn,PROD370,Books,439.11,4,2023-02-02,PayPal,3,1756.44
CUST1972,78,Male,South Kennethmouth,PROD724,Clothing,159.49,9,2024-04-08,PayPal,2,1435.41
CUST6276,74,Male,Houstonbury,PROD595,Electronics,55.84,7,2023-03-13,Debit Card,1,390.88
CUST5667,54,Female,Richardsonville,PROD296,Sports,254.15,7,2024-09-01,Credit Card,2,1779.05
CUST6970,33,Female,North Brenda,PROD352,Electronics,156.53,4,2023-03-11,Credit Card,2,626.12
CUST9356,55,Female,North Scott,PROD385,Clothing,37.32,3,2024-07-12,Credit Card,5,111.96
CUST6336,56,Male,Chadstad,PROD671,Home & Garden,27.63,3,2024-10-29,PayPal,2,82.89
CUST1629,20,Male,Port Brandon,PROD405,Electronics,474.49,8,2024-01-06,Debit Card,2,3795.92
CUST6076,57,Male,North Wesley,PROD330,Home & Garden,230.68,1,2024-09-30,Debit Card,5,230.68
CUST3668,23,Male,Lake Peterborough,PROD404,Clothing,262.54,3,2024-11-15,Debit Card,5,787.62
CUST6670,44,Female,South Kathleen,PROD889,Sports,264.44,7,2023-10-14,PayPal,5,1851.08
CUST1263,60,Female,Williammouth,PROD395,Home & Garden,219.66,8,2023-09-05,Debit Card,5,1757.28
CUST2784,55,Male,Hickstown,PROD821,Clothing,344.96,3,2024-11-05,PayPal,5,1034.88
CUST2583,54,Male,Cooperview,PROD312,Books,71.23,9,2023-03-19,PayPal,1,641.07
CUST6379,51,Male,Davidmouth,PROD806,Sports,498.09,9,2023-09-26,Credit Card,4,4482.81
CUST8067,38,Male,Lake Jeremy,PROD821,Books,247.64,6,2024-01-12,Debit Card,4,1485.84
CUST1750,77,Female,Scottmouth,PROD600,Sports,376.31,8,2024-04-05,Debit Card,1,3010.48
CUST2342,34,Female,Joshuafurt,PROD424,Sports,86.62,5,2023-05-01,Digital Wallet,1,433.1
CUST4154,31,Female,Johnsonhaven,PROD591,Electronics,453.91,5,2023-07-08,Credit Card,2,2269.55
CUST4715,60,Female,Gregorychester,PROD457,Sports,406.94,9,2025-04-04,PayPal,1,3662.46
CUST1497,63,Male,Whiteport,PROD673,Electronics,14.47,10,2024-03-06,Credit Card,4,144.7
CUST6735,38,Female,Woodshaven,PROD914,Home & Garden,116.04,1,2023-10-08,Digital Wallet,3,116.04
CUST8417,33,Male,South Sara,PROD838,Sports,492.52,7,2024-05-16,Credit Card,3,3447.64
CUST7089,34,Female,South Dustin,PROD380,Home & Garden,109.54,2,2024-09-30,Credit Card,3,219.08
CUST1763,43,Female,New Katie,PROD394,Sports,15.85,3,2023-04-13,Digital Wallet,2,47.55
CUST3973,26,Female,Donaldfort,PROD224,Electronics,254.79,1,2024-03-25,Credit Card,4,254.79
CUST2290,60,Male,West Michele,PROD687,Books,65.97,4,2024-09-21,Credit Card,5,263.88
CUST4582,59,Female,Singhport,PROD792,Sports,357.0,5,2024-05-16,Digital Wallet,5,1785.0
CUST4073,37,Male,Williamville,PROD656,Clothing,397.1,8,2023-06-04,Digital Wallet,3,3176.8
CUST1157,47,Female,Foleymouth,PROD488,Books,190.72,2,2024-12-18,PayPal,2,381.44
CUST9867,38,Female,Port Brooke,PROD504,Electronics,321.96,8,2023-07-11,Digital Wallet,3,2575.68
CUST1905,77,Male,North Veronicaville,PROD938,Clothing,386.77,6,2024-02-13,Debit Card,1,2320.62
CUST8603,66,Female,West Madisonfurt,PROD453,Home & Garden,313.45,5,2023-03-09,Debit Card,1,1567.25
CUST8721,77,Male,Scottland,PROD891,Electronics,298.99,6,2024-08-21,Debit Card,2,1793.94
CUST2582,22,Female,North Melissatown,PROD923,Books,28.74,6,2024-07-10,PayPal,2,172.44
CUST4872,18,Female,Lake Thomasport,PROD249,Home & Garden,58.52,9,2024-12-14,Credit Card,2,526.68
CUST9056,47,Male,Adamland,PROD397,Home & Garden,418.88,9,2024-08-21,Digital Wallet,2,3769.92
CUST2997,57,Female,South Marissaside,PROD143,Electronics,28.88,5,2024-05-01,PayPal,3,144.4
CUST9198,54,Female,South Ambershire,PROD394,Books,62.32,6,2024-12-27,Credit Card,2,373.92
CUST1289,24,Male,Kathrynton,PROD831,Electronics,224.94,1,2024-12-01,Digital Wallet,2,224.94
CUST1722,22,Male,South Monica,PROD180,Clothing,66.18,7,2023-11-09,Credit Card,2,463.26
CUST7327,52,Female,Lake Carolshire,PROD454,Clothing,130.11,2,2023-08-26,Digital Wallet,1,260.22
CUST6569,31,Male,Curtisport,PROD552,Sports,352.42,6,2024-08-11,Debit Card,4,2114.52
CUST3241,50,Male,Lake Davidstad,PROD771,Home & Garden,106.72,10,2023-03-09,Digital Wallet,1,1067.2
CUST1231,34,Male,Kevinmouth,PROD362,Sports,344.44,4,2025-04-10,Digital Wallet,1,1377.76
CUST9123,26,Male,New Jacob,PROD865,Books,9.61,10,2024-05-28,PayPal,1,96.1
CUST8132,77,Female,Thompsonmouth,PROD590,Clothing,213.33,10,2024-10-29,PayPal,4,2133.3
CUST3384,40,Male,New Jennifer,PROD319,Sports,54.99,9,2023-06-24,PayPal,4,494.91
CUST6904,74,Male,South Jessicaborough,PROD306,Clothing,262.55,3,2023-12-01,Debit Card,1,787.65
CUST2454,22,Male,Danabury,PROD947,Clothing,313.28,5,2023-01-14,Debit Card,2,1566.4
CUST8369,74,Male,West Melissaland,PROD651,Clothing,351.86,6,2023-06-14,Digital Wallet,1,2111.16
CUST2045,33,Male,Anthonybury,PROD377,Electronics,212.32,6,2023-07-06,PayPal,1,1273.92
CUST2061,41,Male,North Heatherfort,PROD675,Sports,449.82,9,2025-01-20,Debit Card,5,4048.38
CUST7895,36,Male,Christopherfort,PROD812,Home & Garden,258.23,8,2024-10-28,Debit Card,5,2065.84
CUST3630,28,Female,Davidview,PROD378,Sports,310.76,8,2024-04-27,Digital Wallet,1,2486.08
CUST9410,46,Male,South David,PROD240,Home & Garden,144.94,2,2024-08-28,Digital Wallet,4,289.88
CUST4534,71,Male,Changton,PROD211,Sports,393.46,7,2023-08-12,Credit Card,1,2754.22
CUST8342,52,Female,Billyshire,PROD730,Sports,251.38,10,2025-01-28,Credit Card,3,2513.8
CUST5373,63,Male,East Ashleyport,PROD858,Clothing,306.46,5,2023-05-10,Digital Wallet,1,1532.3
CUST4944,37,Male,South Douglasville,PROD700,Home & Garden,390.09,8,2024-09-03,Credit Card,1,3120.72
