CustomerID,Age,Gender,Location,ProductID,ProductCategory,Price,Quantity,OrderDate,PaymentMethod,ReviewScore,TotalAmount,AgeGroup,OrderMonth,OrderYear,OrderDay,OrderWeekday
CUST4669,52,Male,Andreabury,PROD658,Home & Garden,121.64,9,2024-09-24,Digital,4,1094.76,46-55,9,2024,24,Tuesday
CUST9120,66,Male,Melissafort,PROD396,Books,152.93,1,2025-02-14,Debit_Card,3,152.93,66+,2,2025,14,Friday
CUST4155,35,Male,Lake Anthonyfurt,PROD757,Books,200.43,7,2023-11-26,Digital,4,1403.01,26-35,11,2023,26,Sunday
CUST7977,67,Female,North Jean,PROD409,Electronics,427.7,4,2023-06-07,Credit_Card,4,1710.8,66+,6,2023,7,Wednesday
CUST5018,59,Male,Johnsonfurt,PROD594,Sports,22.19,6,2023-07-16,Credit_Card,1,133.14,56-65,7,2023,16,Sunday
CUST7756,39,Male,Cynthiaville,PROD350,Clothing,287.75,7,2024-08-14,Digital,3,2014.25,36-45,8,2024,14,Wednesday
CUST2605,25,Male,Lesterport,PROD924,Sports,260.82,6,2024-02-10,Digital,2,1564.92,18-25,2,2024,10,Saturday
CUST5525,36,Male,West Nicholas,PROD926,Sports,287.89,2,2023-06-23,Credit_Card,1,575.78,36-45,6,2023,23,Friday
CUST4686,45,Female,Lopezstad,PROD801,Clothing,491.46,3,2024-11-19,PayPal,1,1474.38,36-45,11,2024,19,Tuesday
CUST5813,28,Female,South Andrea,PROD515,Books,77.99,7,2023-10-02,Digital,2,545.93,26-35,10,2023,2,Monday
CUST5515,47,Female,Jessefort,PROD404,Clothing,474.88,10,2023-04-09,Credit_Card,5,4748.8,46-55,4,2023,9,Sunday
CUST5873,18,Male,West Charlesland,PROD564,Clothing,227.27,5,2023-09-08,Digital,3,1136.35,18-25,9,2023,8,Friday
CUST6248,79,Female,Danielland,PROD174,Home & Garden,474.79,5,2023-06-04,Credit_Card,4,2373.95,66+,6,2023,4,Sunday
CUST3167,64,Female,Monicahaven,PROD805,Home & Garden,87.75,9,2025-02-14,PayPal,5,789.75,56-65,2,2025,14,Friday
CUST1707,74,Female,Phelpsport,PROD161,Home & Garden,109.89,7,2023-05-24,Debit_Card,3,769.23,66+,5,2023,24,Wednesday
CUST3188,64,Female,Vargasland,PROD261,Books,100.4,10,2024-10-14,Digital,3,1004.0,56-65,10,2024,14,Monday
CUST2684,34,Female,South Ryan,PROD550,Clothing,26.12,6,2025-01-25,Digital,4,156.72,26-35,1,2025,25,Saturday
CUST4425,80,Female,North Allenland,PROD525,Electronics,43.79,10,2023-06-27,Debit_Card,5,437.9,66+,6,2023,27,Tuesday
CUST2604,50,Male,New Rebeccaside,PROD595,Clothing,343.15,5,2023-05-31,Debit_Card,5,1715.75,46-55,5,2023,31,Wednesday
CUST6244,66,Male,Gonzalezmouth,PROD575,Books,104.95,7,2024-11-02,Digital,5,734.65,66+,11,2024,2,Saturday
CUST6551,29,Female,Gabrielleburgh,PROD308,Home & Garden,412.17,4,2024-10-01,PayPal,4,1648.68,26-35,10,2024,1,Tuesday
CUST9257,50,Female,Littleside,PROD448,Books,78.2,7,2023-07-30,Digital,4,547.4,46-55,7,2023,30,Sunday
CUST6560,76,Female,Lake Emily,PROD721,Home & Garden,299.55,9,2024-04-07,Debit_Card,3,2695.95,66+,4,2024,7,Sunday
CUST5141,24,Male,New Christopher,PROD247,Books,163.28,9,2024-12-03,Credit_Card,5,1469.52,18-25,12,2024,3,Tuesday
CUST9337,73,Male,Rogershaven,PROD420,Electronics,364.92,8,2025-02-08,PayPal,2,2919.36,66+,2,2025,8,Saturday
CUST4479,58,Male,Lake Monica,PROD982,Home & Garden,404.64,3,2024-12-05,Digital,3,1213.92,56-65,12,2024,5,Thursday
CUST6266,37,Male,New Michael,PROD835,Home & Garden,48.08,6,2023-09-29,Digital,2,288.48,36-45,9,2023,29,Friday
CUST3105,71,Female,Port Derek,PROD426,Clothing,280.4,9,2024-05-22,Credit_Card,3,2523.6,66+,5,2024,22,Wednesday
CUST6215,58,Male,New Ericstad,PROD851,Books,278.27,9,2025-02-21,Credit_Card,2,2504.43,56-65,2,2025,21,Friday
CUST2362,50,Male,Lake Gregory,PROD981,Sports,429.03,8,2024-06-29,PayPal,4,3432.24,46-55,6,2024,29,Saturday
CUST7014,56,Female,Stephanieberg,PROD453,Sports,262.25,5,2023-03-24,PayPal,3,1311.25,56-65,3,2023,24,Friday
CUST7791,30,Female,Paulmouth,PROD508,Clothing,459.0,5,2024-01-12,Digital,3,2295.0,26-35,1,2024,12,Friday
CUST7363,27,Female,Bethanyhaven,PROD233,Books,11.12,10,2023-06-28,Digital,1,111.2,26-35,6,2023,28,Wednesday
CUST7777,41,Male,Waltonhaven,PROD878,Electronics,351.7,6,2024-06-12,Debit_Card,2,2110.2,36-45,6,2024,12,Wednesday
CUST6937,66,Female,Lake Marissa,PROD479,Clothing,295.85,7,2024-10-04,Digital,3,2070.95,66+,10,2024,4,Friday
CUST1583,28,Female,Williamsstad,PROD627,Home & Garden,391.93,3,2024-06-21,Credit_Card,3,1175.79,26-35,6,2024,21,Friday
CUST6658,52,Male,Kellyshire,PROD675,Electronics,60.7,2,2025-01-21,PayPal,4,121.4,46-55,1,2025,21,Tuesday
CUST3301,79,Female,North Laurenmouth,PROD208,Books,79.07,4,2023-05-02,Digital,2,316.28,66+,5,2023,2,Tuesday
CUST7643,67,Female,Coxhaven,PROD426,Home & Garden,285.46,8,2023-07-21,PayPal,5,2283.68,66+,7,2023,21,Friday
CUST8005,77,Female,East Charlesview,PROD347,Sports,293.43,3,2025-01-01,Digital,2,880.29,66+,1,2025,1,Wednesday
CUST7816,51,Female,New Lisa,PROD577,Books,482.59,2,2025-03-19,Credit_Card,5,965.18,46-55,3,2025,19,Wednesday
CUST4440,76,Female,North Wendy,PROD225,Home & Garden,54.6,4,2023-02-26,Debit_Card,3,218.4,66+,2,2023,26,Sunday
CUST6657,18,Male,Andrewside,PROD373,Books,57.29,9,2024-11-17,Debit_Card,2,515.61,18-25,11,2024,17,Sunday
CUST1793,56,Male,Reedland,PROD560,Home & Garden,390.87,7,2023-05-29,PayPal,2,2736.09,56-65,5,2023,29,Monday
CUST6120,38,Female,East Crystalland,PROD353,Books,393.94,6,2023-09-30,Credit_Card,2,2363.64,36-45,9,2023,30,Saturday
CUST5286,49,Female,Port Peter,PROD244,Sports,434.4,9,2023-02-27,Credit_Card,2,3909.6,46-55,2,2023,27,Monday
CUST9389,19,Female,Michaelland,PROD199,Clothing,440.67,10,2024-10-08,Credit_Card,2,4406.7,18-25,10,2024,8,Tuesday
CUST8617,25,Female,Rhodesville,PROD151,Home & Garden,439.56,1,2024-03-09,Digital,1,439.56,18-25,3,2024,9,Saturday
CUST7403,77,Female,Port Mary,PROD397,Home & Garden,135.75,3,2024-03-11,Debit_Card,1,407.25,66+,3,2024,11,Monday
CUST9272,41,Male,Christinabury,PROD493,Sports,329.12,7,2023-12-08,Credit_Card,3,2303.84,36-45,12,2023,8,Friday
CUST5088,74,Female,Carlosberg,PROD984,Clothing,288.15,1,2024-06-29,Digital,5,288.15,66+,6,2024,29,Saturday
CUST5524,71,Male,South Donna,PROD730,Books,239.16,2,2023-12-28,PayPal,2,478.32,66+,12,2023,28,Thursday
CUST2455,69,Female,Thomasstad,PROD528,Home & Garden,90.24,3,2023-10-25,Digital,4,270.72,66+,10,2023,25,Wednesday
CUST9893,37,Female,Lauraborough,PROD354,Clothing,204.47,8,2024-04-24,Digital,3,1635.76,36-45,4,2024,24,Wednesday
CUST7481,33,Female,South Virginia,PROD986,Books,311.03,10,2025-03-19,Credit_Card,3,3110.3,26-35,3,2025,19,Wednesday
CUST5340,21,Male,South Kathyside,PROD263,Home & Garden,342.0,7,2023-08-07,PayPal,2,2394.0,18-25,8,2023,7,Monday
CUST9498,33,Female,New Toddfurt,PROD933,Home & Garden,203.85,2,2023-06-16,Debit_Card,2,407.7,26-35,6,2023,16,Friday
CUST3116,74,Male,West Eric,PROD435,Books,200.92,2,2024-09-21,PayPal,5,401.84,66+,9,2024,21,Saturday
CUST4901,54,Female,Port David,PROD691,Sports,440.08,5,2024-01-30,PayPal,1,2200.4,46-55,1,2024,30,Tuesday
CUST5138,78,Female,Hernandezton,PROD838,Clothing,346.8,4,2023-07-10,PayPal,3,1387.2,66+,7,2023,10,Monday
CUST6910,23,Male,West Nicoleborough,PROD420,Home & Garden,29.4,6,2024-09-29,PayPal,3,176.4,18-25,9,2024,29,Sunday
CUST1013,23,Male,Forbesville,PROD294,Books,240.23,2,2024-07-18,Credit_Card,2,480.46,18-25,7,2024,18,Thursday
CUST6822,64,Female,Olsenport,PROD881,Home & Garden,137.95,10,2024-09-07,Digital,3,1379.5,56-65,9,2024,7,Saturday
CUST4986,49,Female,Lake Janice,PROD263,Books,189.36,1,2024-12-04,Debit_Card,4,189.36,46-55,12,2024,4,Wednesday
CUST8191,70,Female,Baxterbury,PROD610,Home & Garden,172.24,7,2024-10-08,Debit_Card,5,1205.68,66+,10,2024,8,Tuesday
CUST9754,22,Male,Colemouth,PROD627,Electronics,397.86,7,2023-04-26,Digital,2,2785.02,18-25,4,2023,26,Wednesday
CUST3125,80,Male,East Briana,PROD578,Sports,158.92,10,2023-05-01,Debit_Card,5,1589.2,66+,5,2023,1,Monday
CUST1451,66,Female,Nunezview,PROD610,Clothing,422.21,9,2024-03-09,PayPal,3,3799.89,66+,3,2024,9,Saturday
CUST8298,52,Male,North Katieview,PROD415,Sports,429.83,5,2023-08-04,Credit_Card,1,2149.15,46-55,8,2023,4,Friday
CUST1058,67,Female,East Tracymouth,PROD609,Sports,344.0,10,2024-11-06,PayPal,1,3440.0,66+,11,2024,6,Wednesday
CUST5995,26,Female,West Audrey,PROD123,Clothing,486.39,1,2023-12-04,PayPal,4,486.39,26-35,12,2023,4,Monday
CUST3031,26,Female,Port Angelaport,PROD192,Sports,117.84,3,2024-04-29,Credit_Card,4,353.52,26-35,4,2024,29,Monday
CUST4976,60,Male,Jennifermouth,PROD502,Electronics,153.74,8,2023-03-20,Debit_Card,2,1229.92,56-65,3,2023,20,Monday
CUST1771,48,Male,Delacruzville,PROD617,Books,373.14,8,2024-10-16,Credit_Card,4,2985.12,46-55,10,2024,16,Wednesday
CUST9093,78,Male,South Peterburgh,PROD568,Clothing,388.15,1,2023-08-10,Digital,3,388.15,66+,8,2023,10,Thursday
CUST5155,53,Male,East Jenniferchester,PROD346,Books,163.83,4,2024-02-13,Digital,2,655.32,46-55,2,2024,13,Tuesday
CUST8950,28,Female,West Elizabethmouth,PROD320,Home & Garden,365.76,9,2023-06-01,Digital,1,3291.84,26-35,6,2023,1,Thursday
CUST6778,34,Male,West Stacystad,PROD697,Electronics,304.46,5,2024-07-25,Credit_Card,5,1522.3,26-35,7,2024,25,Thursday
CUST7844,51,Female,East Matthew,PROD461,Books,49.2,4,2024-02-10,Digital,5,196.8,46-55,2,2024,10,Saturday
CUST4537,73,Male,North Michaelside,PROD149,Books,223.65,1,2023-04-16,PayPal,3,223.65,66+,4,2023,16,Sunday
CUST2830,56,Male,Shannonport,PROD151,Clothing,457.15,10,2023-03-09,PayPal,3,4571.5,56-65,3,2023,9,Thursday
CUST4688,45,Male,West Amanda,PROD388,Home & Garden,206.55,9,2024-11-13,Digital,4,1858.95,36-45,11,2024,13,Wednesday
CUST8896,79,Female,New Mark,PROD606,Clothing,244.81,9,2023-10-02,Digital,3,2203.29,66+,10,2023,2,Monday
CUST1776,31,Male,Beckerstad,PROD711,Home & Garden,260.67,4,2024-07-04,Digital,5,1042.68,26-35,7,2024,4,Thursday
CUST4472,77,Male,North Heather,PROD963,Clothing,190.09,10,2023-11-12,Digital,2,1900.9,66+,11,2023,12,Sunday
CUST9317,52,Female,Laurenfort,PROD769,Books,32.82,3,2023-02-11,Credit_Card,5,98.46,46-55,2,2023,11,Saturday
CUST8982,66,Female,North Shawnfurt,PROD788,Books,396.79,1,2025-02-22,Credit_Card,4,396.79,66+,2,2025,22,Saturday
CUST1916,64,Female,Briannafort,PROD581,Electronics,37.48,6,2023-06-19,PayPal,3,224.88,56-65,6,2023,19,Monday
CUST2261,62,Female,Anthonyborough,PROD392,Books,356.24,4,2024-07-16,Debit_Card,1,1424.96,56-65,7,2024,16,Tuesday
CUST6440,30,Female,North Sean,PROD649,Sports,204.68,1,2025-03-06,PayPal,4,204.68,26-35,3,2025,6,Thursday
CUST2945,63,Female,Calvinmouth,PROD108,Books,391.36,3,2023-10-08,Credit_Card,1,1174.08,56-65,10,2023,8,Sunday
CUST4795,37,Male,Port Alexanderhaven,PROD967,Sports,264.52,2,2023-04-11,PayPal,2,529.04,36-45,4,2023,11,Tuesday
CUST7159,43,Female,Sandovalton,PROD210,Books,286.49,5,2024-12-07,PayPal,5,1432.45,36-45,12,2024,7,Saturday
CUST6452,60,Male,Scottstad,PROD541,Sports,91.0,7,2024-02-01,Credit_Card,1,637.0,56-65,2,2024,1,Thursday
CUST5134,59,Female,Jessicachester,PROD237,Sports,438.21,6,2023-07-14,Debit_Card,3,2629.26,56-65,7,2023,14,Friday
CUST7598,41,Male,Port Kylie,PROD370,Books,104.36,7,2024-12-04,Credit_Card,1,730.52,36-45,12,2024,4,Wednesday
CUST6652,46,Male,Port Nicholasmouth,PROD844,Sports,33.53,7,2025-02-08,PayPal,4,234.71,46-55,2,2025,8,Saturday
CUST4489,75,Male,Lake Christian,PROD474,Electronics,21.37,10,2024-01-07,Credit_Card,5,213.7,66+,1,2024,7,Sunday
CUST8027,51,Female,Johnland,PROD882,Home & Garden,30.03,4,2024-12-06,Debit_Card,2,120.12,46-55,12,2024,6,Friday
CUST5571,46,Female,Hughesburgh,PROD512,Sports,183.39,9,2024-08-13,Debit_Card,4,1650.51,46-55,8,2024,13,Tuesday
CUST1926,25,Female,West Rebecca,PROD474,Sports,103.56,1,2023-05-19,Credit_Card,3,103.56,18-25,5,2023,19,Friday
CUST3095,33,Female,North Kevinside,PROD146,Electronics,187.33,2,2023-09-19,Credit_Card,1,374.66,26-35,9,2023,19,Tuesday
CUST7375,32,Male,Reynoldsmouth,PROD510,Electronics,234.79,2,2024-12-10,Credit_Card,3,469.58,26-35,12,2024,10,Tuesday
CUST4573,22,Female,Sanchezhaven,PROD152,Clothing,201.49,9,2024-05-30,Digital,1,1813.41,18-25,5,2024,30,Thursday
CUST3550,39,Female,Port Victoriafurt,PROD683,Home & Garden,461.92,5,2025-03-07,PayPal,5,2309.6,36-45,3,2025,7,Friday
CUST4450,19,Female,East Nicoletown,PROD675,Clothing,342.18,9,2024-11-02,PayPal,2,3079.62,18-25,11,2024,2,Saturday
CUST5091,55,Male,Gilbertshire,PROD299,Sports,124.76,10,2023-07-15,Debit_Card,5,1247.6,46-55,7,2023,15,Saturday
CUST6546,53,Female,Silvaborough,PROD471,Electronics,246.95,6,2023-03-08,PayPal,5,1481.7,46-55,3,2023,8,Wednesday
CUST3798,32,Female,South Leslie,PROD666,Sports,225.82,6,2024-05-16,Digital,2,1354.92,26-35,5,2024,16,Thursday
CUST1944,55,Female,Katherineton,PROD395,Books,480.46,5,2023-03-02,Debit_Card,3,2402.3,46-55,3,2023,2,Thursday
CUST5732,32,Female,Sosaburgh,PROD175,Home & Garden,239.92,4,2025-01-07,Credit_Card,2,959.68,26-35,1,2025,7,Tuesday
CUST3886,18,Female,Port Julie,PROD495,Books,277.91,10,2023-11-12,Credit_Card,1,2779.1,18-25,11,2023,12,Sunday
CUST2759,22,Female,South Georgeville,PROD616,Electronics,175.4,4,2025-01-12,Debit_Card,1,701.6,18-25,1,2025,12,Sunday
CUST3369,63,Female,Sanchezport,PROD561,Electronics,419.64,8,2024-05-29,Debit_Card,5,3357.12,56-65,5,2024,29,Wednesday
CUST7719,58,Male,Spencerton,PROD882,Electronics,133.04,7,2023-09-27,Debit_Card,4,931.28,56-65,9,2023,27,Wednesday
CUST6236,21,Male,Amandaland,PROD663,Home & Garden,416.28,10,2025-01-30,Digital,1,4162.8,18-25,1,2025,30,Thursday
CUST3857,32,Female,Michaelbury,PROD386,Clothing,49.74,1,2024-06-13,Credit_Card,5,49.74,26-35,6,2024,13,Thursday
CUST9609,22,Male,South Ericfurt,PROD945,Sports,18.59,5,2024-07-28,Digital,4,92.95,18-25,7,2024,28,Sunday
CUST4574,75,Female,Port Matthewville,PROD738,Sports,29.58,3,2025-01-05,Credit_Card,2,88.74,66+,1,2025,5,Sunday
CUST7694,20,Male,East Steven,PROD796,Sports,427.64,7,2025-04-19,Debit_Card,4,2993.48,18-25,4,2025,19,Saturday
CUST1321,73,Female,New Levi,PROD725,Sports,391.02,9,2023-12-07,Digital,3,3519.18,66+,12,2023,7,Thursday
CUST8879,39,Female,West Chrisfort,PROD221,Sports,111.09,2,2023-12-29,PayPal,5,222.18,36-45,12,2023,29,Friday
CUST6803,22,Female,West Michaelland,PROD231,Clothing,114.57,9,2025-04-19,Credit_Card,5,1031.13,18-25,4,2025,19,Saturday
CUST5450,50,Female,North Stacey,PROD199,Books,116.43,2,2023-07-18,Debit_Card,5,232.86,46-55,7,2023,18,Tuesday
CUST5408,33,Male,Jonesstad,PROD503,Home & Garden,107.33,9,2023-06-17,Debit_Card,1,965.97,26-35,6,2023,17,Saturday
CUST7978,35,Female,Johnsonland,PROD482,Books,327.54,5,2024-06-19,Digital,3,1637.7,26-35,6,2024,19,Wednesday
CUST6504,60,Male,Rodriguezville,PROD913,Books,259.07,6,2023-06-04,PayPal,4,1554.42,56-65,6,2023,4,Sunday
CUST3732,49,Male,Lake Jasminemouth,PROD447,Sports,432.99,2,2024-04-28,PayPal,2,865.98,46-55,4,2024,28,Sunday
CUST4046,31,Female,North Jefferyton,PROD671,Sports,483.73,9,2023-03-07,Credit_Card,4,4353.57,26-35,3,2023,7,Tuesday
CUST7966,52,Male,Gateshaven,PROD474,Clothing,342.69,5,2024-08-05,Credit_Card,3,1713.45,46-55,8,2024,5,Monday
CUST2099,26,Female,Port Michelle,PROD873,Home & Garden,239.68,9,2023-11-06,Credit_Card,4,2157.12,26-35,11,2023,6,Monday
CUST5696,64,Male,Lake David,PROD247,Electronics,70.5,10,2024-01-19,Digital,3,705.0,56-65,1,2024,19,Friday
CUST7376,77,Female,West Carolinefort,PROD303,Books,90.73,5,2024-12-05,Debit_Card,1,453.65,66+,12,2024,5,Thursday
CUST4620,74,Male,South Lisashire,PROD716,Electronics,401.43,8,2025-02-17,Digital,3,3211.44,66+,2,2025,17,Monday
CUST8283,54,Male,New Michael,PROD621,Home & Garden,115.77,7,2023-02-24,Debit_Card,3,810.39,46-55,2,2023,24,Friday
CUST9566,54,Female,Coxbury,PROD511,Books,306.13,10,2024-11-03,Debit_Card,3,3061.3,46-55,11,2024,3,Sunday
CUST1679,48,Male,South Brittany,PROD612,Electronics,471.79,8,2023-11-29,Debit_Card,3,3774.32,46-55,11,2023,29,Wednesday
CUST9472,33,Male,Lake Walter,PROD141,Electronics,357.81,4,2023-05-16,PayPal,4,1431.24,26-35,5,2023,16,Tuesday
CUST1044,68,Female,Smithside,PROD146,Clothing,356.14,6,2024-01-11,Digital,5,2136.84,66+,1,2024,11,Thursday
CUST8046,48,Female,Port Ashley,PROD139,Home & Garden,141.31,8,2023-12-01,Digital,1,1130.48,46-55,12,2023,1,Friday
CUST1109,69,Female,West Melissa,PROD240,Home & Garden,448.26,8,2025-04-04,Digital,2,3586.08,66+,4,2025,4,Friday
CUST8512,44,Female,East Ronaldton,PROD830,Home & Garden,426.54,10,2025-01-19,PayPal,4,4265.4,36-45,1,2025,19,Sunday
CUST8702,30,Male,West Michaelchester,PROD441,Books,232.2,1,2025-02-05,PayPal,4,232.2,26-35,2,2025,5,Wednesday
CUST1652,24,Female,Meganhaven,PROD923,Clothing,113.01,8,2023-06-27,Debit_Card,4,904.08,18-25,6,2023,27,Tuesday
CUST9510,24,Female,Lake Beverlymouth,PROD585,Sports,154.56,2,2023-10-10,PayPal,3,309.12,18-25,10,2023,10,Tuesday
CUST1581,60,Female,Duanemouth,PROD631,Books,262.72,5,2024-10-10,Credit_Card,2,1313.6,56-65,10,2024,10,Thursday
CUST7441,45,Female,South Erikaberg,PROD567,Home & Garden,313.69,2,2025-01-11,Credit_Card,4,627.38,36-45,1,2025,11,Saturday
CUST8049,40,Male,North Cory,PROD252,Books,294.32,7,2023-03-27,Credit_Card,4,2060.24,36-45,3,2023,27,Monday
CUST2272,45,Male,Kristinbury,PROD720,Electronics,8.64,4,2023-12-16,Digital,2,34.56,36-45,12,2023,16,Saturday
CUST3537,44,Male,South Felicia,PROD627,Books,499.72,4,2024-06-15,Credit_Card,5,1998.88,36-45,6,2024,15,Saturday
CUST7072,47,Female,Goodmanville,PROD243,Books,483.41,6,2023-09-24,PayPal,5,2900.46,46-55,9,2023,24,Sunday
CUST3052,73,Male,Williamsport,PROD435,Home & Garden,420.49,7,2023-08-02,Digital,1,2943.43,66+,8,2023,2,Wednesday
CUST7200,64,Male,South Stephen,PROD727,Electronics,282.92,6,2023-06-06,Digital,2,1697.52,56-65,6,2023,6,Tuesday
CUST2372,21,Female,North Nancy,PROD426,Home & Garden,298.92,9,2025-01-07,Credit_Card,2,2690.28,18-25,1,2025,7,Tuesday
CUST2939,61,Male,Lake Melissa,PROD266,Electronics,144.93,9,2023-05-29,Debit_Card,3,1304.37,56-65,5,2023,29,Monday
CUST3226,59,Male,North Eric,PROD502,Electronics,343.78,1,2024-09-07,Debit_Card,4,343.78,56-65,9,2024,7,Saturday
CUST1059,80,Female,Brianchester,PROD731,Electronics,243.46,5,2023-05-26,PayPal,5,1217.3,66+,5,2023,26,Friday
CUST5963,59,Male,South Thomas,PROD857,Home & Garden,171.46,4,2023-12-22,Credit_Card,3,685.84,56-65,12,2023,22,Friday
CUST2904,24,Female,Osborneburgh,PROD962,Electronics,141.86,5,2025-01-11,PayPal,1,709.3,18-25,1,2025,11,Saturday
CUST4225,21,Male,West Christopher,PROD406,Clothing,165.94,2,2023-06-08,Debit_Card,5,331.88,18-25,6,2023,8,Thursday
CUST3932,43,Male,Randolphmouth,PROD707,Clothing,142.06,7,2024-09-22,Debit_Card,4,994.42,36-45,9,2024,22,Sunday
CUST8357,64,Female,North Thomasfort,PROD444,Sports,329.78,6,2024-05-23,Credit_Card,1,1978.68,56-65,5,2024,23,Thursday
CUST9797,39,Male,Brownhaven,PROD619,Clothing,476.33,2,2024-05-03,Debit_Card,1,952.66,36-45,5,2024,3,Friday
CUST3328,69,Female,Port Janice,PROD948,Sports,327.48,9,2023-04-30,Debit_Card,4,2947.32,66+,4,2023,30,Sunday
CUST1856,73,Female,Johnton,PROD621,Clothing,98.24,3,2023-08-25,Debit_Card,3,294.72,66+,8,2023,25,Friday
CUST8022,24,Female,Valerieburgh,PROD645,Home & Garden,261.06,8,2024-06-01,Credit_Card,4,2088.48,18-25,6,2024,1,Saturday
CUST5904,33,Female,Tiffanyport,PROD601,Sports,123.95,6,2023-09-05,Credit_Card,2,743.7,26-35,9,2023,5,Tuesday
CUST8459,30,Male,East Jermaine,PROD825,Books,33.1,6,2023-05-23,Debit_Card,5,198.6,26-35,5,2023,23,Tuesday
CUST7943,30,Male,Gentrystad,PROD676,Books,429.37,4,2025-03-10,Debit_Card,4,1717.48,26-35,3,2025,10,Monday
CUST5241,52,Female,Reyesberg,PROD406,Clothing,405.96,10,2023-03-08,Digital,5,4059.6,46-55,3,2023,8,Wednesday
CUST7377,46,Male,Marystad,PROD586,Books,205.03,5,2024-03-23,Credit_Card,2,1025.15,46-55,3,2024,23,Saturday
CUST9990,26,Male,East Chadmouth,PROD935,Clothing,163.19,3,2024-08-05,PayPal,2,489.57,26-35,8,2024,5,Monday
CUST4084,45,Male,South Andrew,PROD117,Clothing,74.27,4,2023-08-14,PayPal,2,297.08,36-45,8,2023,14,Monday
CUST9636,29,Male,Cliffordland,PROD477,Books,17.6,8,2024-03-15,Debit_Card,4,140.8,26-35,3,2024,15,Friday
CUST6800,35,Female,Lake Ashley,PROD439,Books,251.2,4,2024-07-12,Debit_Card,3,1004.8,26-35,7,2024,12,Friday
CUST9978,47,Male,Jenniferborough,PROD789,Electronics,151.32,4,2023-10-04,Digital,5,605.28,46-55,10,2023,4,Wednesday
CUST9417,33,Female,Moraville,PROD212,Sports,453.92,4,2024-05-09,Digital,4,1815.68,26-35,5,2024,9,Thursday
CUST8467,73,Male,Turnertown,PROD526,Clothing,205.28,5,2024-08-16,Credit_Card,1,1026.4,66+,8,2024,16,Friday
CUST2530,77,Male,Brittneyberg,PROD697,Books,369.68,4,2023-11-11,PayPal,3,1478.72,66+,11,2023,11,Saturday
CUST5866,22,Female,Millerview,PROD415,Sports,293.6,4,2023-04-28,Digital,5,1174.4,18-25,4,2023,28,Friday
CUST3255,46,Female,South Laurie,PROD915,Books,497.4,4,2024-04-08,PayPal,3,1989.6,46-55,4,2024,8,Monday
CUST3352,69,Female,Suttonville,PROD842,Books,408.93,4,2023-02-19,Digital,4,1635.72,66+,2,2023,19,Sunday
CUST2083,73,Female,South Anthony,PROD993,Electronics,174.87,10,2024-11-15,Debit_Card,5,1748.7,66+,11,2024,15,Friday
CUST9177,72,Male,East Branditon,PROD804,Clothing,358.12,6,2023-03-29,Digital,4,2148.72,66+,3,2023,29,Wednesday
CUST3744,53,Female,Port Elizabethland,PROD744,Clothing,344.73,3,2025-02-09,Digital,2,1034.19,46-55,2,2025,9,Sunday
CUST4878,24,Female,Carrhaven,PROD127,Home & Garden,320.97,2,2023-02-04,Credit_Card,1,641.94,18-25,2,2023,4,Saturday
CUST5342,21,Male,Port Brandon,PROD711,Electronics,240.49,2,2024-09-13,Debit_Card,1,480.98,18-25,9,2024,13,Friday
CUST2618,59,Male,South Matthew,PROD585,Sports,470.63,2,2023-05-16,Debit_Card,2,941.26,56-65,5,2023,16,Tuesday
CUST5560,52,Female,Port Colleenshire,PROD371,Electronics,182.46,8,2025-04-04,Credit_Card,3,1459.68,46-55,4,2025,4,Friday
CUST5703,71,Female,North Susan,PROD771,Sports,153.6,10,2025-04-18,PayPal,3,1536.0,66+,4,2025,18,Friday
CUST6789,18,Female,West Seanburgh,PROD901,Clothing,89.14,1,2023-06-16,Debit_Card,4,89.14,18-25,6,2023,16,Friday
CUST9309,80,Female,East Ianside,PROD894,Home & Garden,330.52,9,2024-12-15,Debit_Card,1,2974.68,66+,12,2024,15,Sunday
CUST5503,23,Female,Bakerbury,PROD692,Home & Garden,281.33,1,2024-05-08,Credit_Card,3,281.33,18-25,5,2024,8,Wednesday
CUST1089,77,Female,Mccormickmouth,PROD691,Clothing,150.42,8,2024-07-12,PayPal,4,1203.36,66+,7,2024,12,Friday
CUST7313,66,Female,West Jessica,PROD333,Books,238.04,6,2023-04-21,Debit_Card,2,1428.24,66+,4,2023,21,Friday
CUST9905,72,Male,Randallport,PROD838,Electronics,371.75,10,2023-07-22,Credit_Card,4,3717.5,66+,7,2023,22,Saturday
CUST8979,33,Female,New Joseberg,PROD152,Home & Garden,363.97,6,2023-02-06,Debit_Card,2,2183.82,26-35,2,2023,6,Monday
CUST8202,28,Female,Jeremyville,PROD697,Books,281.72,8,2023-03-12,Digital,1,2253.76,26-35,3,2023,12,Sunday
CUST2901,44,Male,Davidhaven,PROD591,Sports,456.75,10,2024-02-03,PayPal,1,4567.5,36-45,2,2024,3,Saturday
CUST8445,49,Male,Joshuafurt,PROD274,Home & Garden,473.73,5,2025-01-28,Digital,3,2368.65,46-55,1,2025,28,Tuesday
CUST6887,48,Female,Powellville,PROD636,Sports,450.3,8,2025-03-24,PayPal,4,3602.4,46-55,3,2025,24,Monday
CUST8619,31,Female,Nancyshire,PROD744,Books,328.95,3,2023-01-07,Credit_Card,1,986.85,26-35,1,2023,7,Saturday
